June,czerwca
storyteller,Kleiman Jan lub Miep za każdym razem upiększając ich kilkoma własnymi szczegółami tak że często muszę ścisnąć ramię pod stołem aby nie skierować entuzjastycznego gawędziarza na właściwy tor
correct,i
elders,jak
blunders,jak błędów z
underground,się
eager,i
arrested,i
prisoners,i
freed,i
proverbial,się
resistance,i
groups,i
forge,Istnieje wiele grup oporu takich jak Wolna Holandia które fałszują dowody osobiste udzielają wsparcia finansowego ukrywającym się organizują kryjówki i znajdują pracę dla młodych chrześcijan którzy schodzą do podziemia
financial,Istnieje wiele grup oporu takich jak Wolna Holandia które fałszują dowody osobiste udzielają wsparcia finansowego ukrywającym się organizują kryjówki i znajdują pracę dla młodych chrześcijan którzy schodzą do podziemia
organize,Istnieje wiele grup oporu takich jak Wolna Holandia które fałszują dowody osobiste udzielają wsparcia finansowego ukrywającym się organizują kryjówki i znajdują pracę dla młodych chrześcijan którzy schodzą do podziemia Moglibyśmy zorganizować wieczory podczas których każdy mógł po kolei omówić dany temat
amazing,niesamowite
unselfish,i
risking,i
hopefully,nas do
shore,nas do i że brzegu w na brzeg
protect,że chronić
uttered,nie w i
birthdays,i
display,podczas gdy inni demonstrują swój bohaterstwo w bitwie lub przeciwko Niemcom nasi pomocnicy codziennie udowadniają że są dobrymi duchami i uczuciami
heroism,podczas gdy inni demonstrują swój bohaterstwo w bitwie lub przeciwko Niemcom nasi pomocnicy codziennie udowadniają że są dobrymi duchami i uczuciami
battle,się
bizarre,Krążą najdziwniejsze historie ale większość z nich jest naprawdę prawdziwa
rounds,ale
soccer,w
match,że
Gelderland,w prowincji Gelderland z
team,z
Military,z
Policemen,z
Hilversum,Hilversum w
registration,nowe
issued,z
rations,Aby wielu ukrywających się ludzi otrzymało swoje racje żywnościowe Lepiej odłóż część moich racji na Bep
60,musisz pokazać tę kartę aby otrzymać swoją książeczkę żywieniową albo zapłacić 60 guldenów za księgę
registrar,o
district,dzielnicy
specified,o
collected,i
stunts,Mimo wszystko trzeba uważać żeby takie akrobacje nie dotarły do uszu Niemców
rolled,się
flew,i
trusted,i że
intense,Mam ogromną potrzebę samotności Ledwo mogłem mówić moja przyjemność była zbyt intensywna
Invasion,inwazja
mounting,w
impressed,pod wrażeniem
insane,i
statements,Gazety są pełne wiadomości o inwazji i doprowadzają wszystkich do szaleństwa takimi stwierdzeniami jak
flooding,w
published,Opublikowali mapy Holandii z zaznaczonymi potencjalnymi obszarami zalewowymi
maps,Opublikowali mapy Holandii z zaznaczonymi potencjalnymi obszarami zalewowymi
potential,Opublikowali mapy Holandii z zaznaczonymi potencjalnymi obszarami zalewowymi
areas,Opublikowali mapy Holandii z zaznaczonymi potencjalnymi obszarami zalewowymi
marked,i
shaded,zacienione nasze tego na się w i jej
waists,nasze
elicited,że i
responses,odpowiedzi
wade,Nie da się chodzić ani jeździć na rowerze więc będziemy musieli brodzić w wodzie
suits,nie to
underwater,i
baloney,Och bzdury
biting,się nie
screams,zobaczymy kto krzyczy najgłośniej zlekceważone krzyki histeria modlitwy protesty konwulsje
loudest,zobaczymy kto krzyczy najgłośniej
unstable,Magazyn jest tak niestabilny że zawali się w przypadku powodzi
collapse,Magazyn jest tak niestabilny że zawali się w przypadku powodzi
crate,i
spoon,Każdy z nas może wziąć skrzynkę ze strychu i wiosłować drewnianą łyżką My którzy na śniadanie nie jedliśmy nic poza dwiema łyżkami gorących płatków śniadaniowych byliśmy absolutnie głodni
piggyback,na
lighthearted,się jest
banter,się jest
arise,Musiało się pojawić drugie pytanie dotyczące inwazji
evacuate,co zrobić jeśli Niemcy ewakuują Amsterdam
Disguise,Przebieraj się najlepiej jak potrafimy
capable,do i
herding,Niemcy są w stanie wypędzić całą ludność Holandii do Niemiec gdzie wszyscy zginą
grains,w
supplement,I zamówimy dodatkowe ziarna zbóż aby uzupełnić sześćdziesiąt pięć funtów które już mamy
sixty,sześćdziesiąt funtów i że z
peas,z groszek
figures,nie
crocks,funtów słoiki
raspberries,funtów słoiki
tomatoes,funtów słoiki
oatmeal,funtów słoiki dwa
rice,ryżu
provisions,nie
feed,co nie i
dipping,co się
stock,i
firewood,Mamy dość węgla i drewna opałowego a także świec
moneybags,Zróbmy wszyscy małe sakiewki do ukrycia w ubraniach żebyśmy mogli zabrać ze sobą pieniądze jeśli będziemy musieli stąd wyjechać
knapsacks,Możemy sporządzić listę tego co zabrać najpierw na wypadek gdybyśmy musieli po to pobiec i spakować nasze plecaki z wyprzedzeniem
Filter,Przefiltruj wodę i zagotuj
boil,i się ani nie
jugs,Powinniśmy wyczyścić kilka dużych dzbanów i napełnić je wodą
kettles,w
Arguments,Argumenty o głodzie śmierci bombach gaśnicach śpiworach dowodach osobistych trującym gazie itp
poison,nie
explicit,nie w
retreat,się
trains,pociągów
Trains,Pociągi Czy naprawdę myślisz że wrzucali cywili do pociągów Absolutnie nie
civilians,Pociągi Czy naprawdę myślisz że wrzucali cywili do pociągów Absolutnie nie Z jakiego powodu mieliby zebrać wszystkich cywilów i zabrać ich ze sobą
Absolutely,Czy
hoof,lub się kopytem
pedes,Lub jak zawsze mawia Dussel per pedes apostolorum
apostolorum,Lub jak zawsze mawia Dussel per pedes apostolorum
Goebbels,Czy nie pamiętasz jak Goebbels mówił że jeśli Niemcy będą musieli iść zatrzasną za sobą drzwi do wszystkich okupowanych terytoriów
slam,Czy nie pamiętasz jak Goebbels mówił że jeśli Niemcy będą musieli iść zatrzasną za sobą drzwi do wszystkich okupowanych terytoriów
noble,i
humane,Czy uważasz że Niemcy są zbyt szlachetni lub humanitarni aby to zrobić Ich rozumowanie jest takie
reasoning,Ich rozumowanie
assumption,Robisz tylko założenie
Russians,Rosjanie
propaganda,w
deny,i
Poland,że
concentrate,na
giggles,chichot
giggling,i
teenagers,ja jak nastolatki
examined,się
patched,Matka poprawiła koc i zapomniała go wyjąć
meaningfully,Ojciec znacząco potrząsnął głową i skomentował jak nieostrożna jest mama
careless,i
tease,drażnić
overlooked,i
haughtiest,najbardziej
pins,Podczas szycia cała podłoga jest pokryta szpilkami
messy,i
curtly,dość
blamed,mnie
shining,i
breeze,i
Fulfill,Spełnij wreszcie moją tęsknotę
spring,się i
awakening,Czuję jak budzi się wiosna czuję to w całym ciele i duszy
resolved,się
clustered,w
Immortal,Nieśmiertelna muzyka niemieckich mistrzów
Music,Nieśmiertelna muzyka niemieckich mistrzów Muzyka podczas pracy Posiada kwalifikacje do nauczania zwykłych gałęzi dobrej edukacji w języku angielskim łącznie z francuskim rysunkiem i muzyką
Masters,Nieśmiertelna muzyka niemieckich mistrzów
knobs,i
restraining,się
irritably,się
sided,van Daan stanął po jego stronie a Dussel musiał ustąpić
disagreement,w sobie Peter
rummaging,i
attentive,że Czy
listener,słuchacza
warming,i
stuttering,się i
twist,się i
arguing,się
admire,i
loss,i
advantage,że
pieces,które mogliby
gazed,na
rages,w
sensed,Jeśli chodzi o mnie też byłem zadowolony bo wyczułem silne poczucie wspólnoty które pamiętam tylko z koleżankami
fellowship,Jeśli chodzi o mnie też byłem zadowolony bo wyczułem silne poczucie wspólnoty które pamiętam tylko z koleżankami
minor,z
triumphantly,tego
assured,że
humbled,i
assurances,że
refrain,się refren bardzo
sounding,się a brzmiące to
camera,Żałuję że nie mam aparatu
Indignation,Oburzenie wściekłość niezdecydowanie wzburzenie i wiele więcej przemknęło przez jego twarz w krótkich odstępach czasu chce poznać moje zwyczaje aby odpowiednio ułożyć swoje plany Ponownie oburzenie zwyciężyło nad roztropnością
indecision,Oburzenie wściekłość niezdecydowanie wzburzenie i wiele więcej przemknęło przez jego twarz w krótkich odstępach czasu Rozumiem że Bep chce położyć kres jej niezdecydowaniu
agitation,wzburzenie i jak był moje
rapid,się
succession,w
spoiling,w po i
thanked,i
trap,i
obligingly,w
compliments,Wyrazy uznania
glowing,i
complimentary,Mogłem powiedzieć że chciał mnie zadowolić ale ponieważ nie mógł wygłosić długiej pochwalnej przemowy powiedział wszystko oczami
apologized,Kiedy wszedłem do pokoju Petera przeprosiłem że znowu mu przeszkadzałem W sobotę wieczorem przy kolacji przeprosił pięknym holenderskim
disturbing,że nie jest Nie
Convinced,Przekonany puścił moje ramię
Standing,Stojąc
East,że i
Indies,i Indie
plantation,i
bum,włóczęga
inferiority,niższości
complex,ma kompleks niższości
momentary,chwilowe
pang,nie
dishonesty,Szkoda że wciąż ma w sobie odrobinę nieuczciwości
judging,i
Dream,Sen Ewy
passages,i
stitches,który miał ją w szwach
Cady,Cady
Hans,i
nodded,głową
improved,się
object,i nie się
rivals,Przynajmniej przedmiot mojej przyjaźni jest zawsze tutaj i nie muszę się bać rywali
credit,mnie w i
intuition,mi kiedy
oddly,Szczerze czy nie może przypisać mi jakiejś intuicji Zawsze tak dziwnie na mnie patrzy kiedy idę do pokoju Petera
meatballs,z
sobbed,w
streamed,się
hoping,nadzieję
fixing,się
grabbing,Zbiegłam na dół do łazienki chwytając po drodze lusterko
fully,w
utterly,się
dejected,i
casual,Może myśli o mnie tylko w zwyczajny sposób
shoulder,na
hopelessly,i się beznadziejnie
disappointing,Jeśli prawda jest rozczarowująca nie będę w stanie tego znieść Policzki Petera były bardzo rozczarowujące
expectation,się
flowing,i w wyglądała z
While,i się
strolling,i
sweep,i
Eight,Osiem lat
devotes,potem na
ordeals,Jedną z moich niedzielnych porannych prób jest to że muszę leżeć w łóżku i patrzeć na plecy Dussela kiedy się modli
spin,To trwa wiecznie i jeśli nie zamknę mocno oczu moja głowa zacznie się kręcić
emerge,W kwaterach rodziny Franków z poduszek zaczynają wyłaniać się pierwsze zaspane twarze
scarves,na
Either,Albo Margot albo ja mamy kolejkę w łazience o jedenastej a potem wszyscy jesteśmy czyści
dwell,się
overalls,i
brushes,i
vigorously,i
cloud,i
whistling,w
Beethoven,zawsze gwiżdżąc tym samym koncertem skrzypcowym Beethovena wykonując swoją pracę Niektóre z wymienionych osób to Schumann Clara Wieck Hector Berlioz Johannes Brahms Beethoven Joachim Richard Wagner Hans von Bulow Anton Rubinstein Frederic Chopin Victor Hugo Honore de Balzac Hiller Hummel Czerny Rossini Cherubini Paganini Mendelssohn itp Itd
violin,zawsze gwiżdżąc tym samym koncertem skrzypcowym Beethovena wykonując swoją pracę
concerto,zawsze gwiżdżąc tym samym koncertem skrzypcowym Beethovena wykonując swoją pracę
dons,wełnianą i
overshoes,wełnianą i
scoops,wełnianą i
rehearsed,wełnianą i
washerwoman,wełnianą i
perked,Pogoda jest cudowna od wczoraj i trochę się ożywiłem
chestnut,i
glistening,i
dew,i
seagulls,i
birds,i
glinting,i
silver,i
swooped,i
entranced,i
breathed,i
chop,Pozostaliśmy tacy przez długi czas a zanim musiał iść na strych aby rąbać drewno wiedziałem że jest dobrym przyzwoitym chłopcem odrąbać właściwą drogę i pokazać swoją siłę
chopping,i
watched,się
strength,i
roam,nie
rooftops,też i na
horizon,i
invisible,i że się na
exists,istnieje
cloudless,i niebo mogę jak
remedy,na i
amid,i
simplicity,i
solace,i
overwhelming,i
happiness,i szczęście
external,w jesteśmy
internal,Mam na myśli sprawy wewnętrzne
amply,za i
compensated,za
health,i
recapture,w
Riches,Bogactwo prestiż wszystko można stracić
prestige,Bogactwo prestiż wszystko można stracić
dimmed,w od łza
fearlessly,w
pure,i
concern,i
Mine,Mój aktywnie interesuje się moim życiem ale nie ma taktu wrażliwości ani matczynego zrozumienia
active,i
sensitivity,Mój aktywnie interesuje się moim życiem ale nie ma taktu wrażliwości ani matczynego zrozumienia
motherly,Mój aktywnie interesuje się moim życiem ale nie ma taktu wrażliwości ani matczynego zrozumienia
Both,i
unsure,jesteśmy
vulnerable,nie
emotionally,Nadal nie jesteśmy emocjonalnie
splash,i jestem że
noisy,nie
miles,mil
daydream,się i marzenie sobie
nightmare,koszmar z
smiling,się
join,do
rasp,i
distance,w
tolling,bił czysty
despondent,przygnębiony
foolish,to
affairs,sprawy
background,na
ins,Nudzę Cię wszystkimi swoimi włamaniami ale co mogę zrobić gdy włamywacze czerpią taką przyjemność z uhonorowania Gies Go Włamania morderstwa i kradzieże są na porządku dziennym
honoring,Nudzę Cię wszystkimi swoimi włamaniami ale co mogę zrobić gdy włamywacze czerpią taką przyjemność z uhonorowania Gies Go
complicated,z ich obecnością Ten incydent jest znacznie bardziej skomplikowany niż ostatni który miał miejsce w lipcu 1943 roku Nie sądzę żeby chłopcy byli tak skomplikowani jak dziewczyny Uprość swoje skomplikowane zainteresowania uczucia myśli życzenia cele
checked,i
worrying,i
Early,wczesnym rankiem drzwi że i
projector,drzwi że i
briefcase,Nowa teczka Kuglera zniknęła z szafy
explanation,nie
entry,Jedynym wytłumaczeniem jest to że włamywacz musiał mieć zduplikowany klucz ponieważ nie było śladów włamania
loot,van Daan uciekł z łupem za panem
Was,Czy
startled,w
detective,że
Obviously,Oczywiście jest jeden warunek
relied,należy polegać na tym że nie będzie informował o ukrywających się ludziach
inform,z w i
aggravating,o
discussing,że
offensive,i
attacked,jest
progressive,Moje moje czyż nie są one progresywne
forbid,na
idiotic,nie w bardziej
sages,w bardziej
sensitive,w i
Love,Miłość to i Jego mnie
caring,się
joys,i
sorrows,i
Losing,nie będziesz
grouching,W tej chwili matka znowu na mnie zrzęda
cigarettes,i
guy,wspaniały facet
blab,Nauczyłem się nie mówić wszystkiego co słyszę
gossips,Powiedziałem mu też jakie to straszne plotki i powiedziałem
blushed,się
sincere,i
compliment,a komplement
pal,Wiem to prawdziwy kumpel
dictating,van Daan przyszedł żeby coś dyktować
watches,to że babcia w tej i mnie zegarki
protects,to że babcia i
governs,jest
warmth,i
gloves,rękawiczki i
tiresome,i
heaven,w i
Bye,Pa Anne do zobaczenia później
teasingly,uważa że mogę rozmawiać z Peterem ale dzisiaj poprosiła mnie żartobliwie
insult,na z
blanketed,Zanim zapomnę ostatniej nocy wszystko było przykryte śniegiem
snow,i
thawed,Teraz jest rozmrożone i prawie nic nie zostało Tam pożar rozmroził cały śnieg z twojego płaszcza
responsibility,że się odpowiedzialność
intrude,nie
ponders,Po twarzy Petera mogę stwierdzić że rozważa sprawy tak samo głęboko jak ja
thinker,czym
flushed,się i
blew,i
sidelines,jest
solitude,i
feigned,i
indifference,się
maintain,i
Won,nie
superhuman,Biedny Peter jak długo może to wytrzymać Czy nie wybuchnie z tego nadludzkiego wysiłku
Together,Razem moglibyśmy pozbyć się naszej samotności twojej i mojej
banish,Razem moglibyśmy pozbyć się naszej samotności twojej i mojej W tych okolicznościach nie było nic co mogłoby ochłodzić lub odpędzić miłość chociaż wiele powodowało rozpacz
loneliness,i
happier,i
shines,świeci
rambunctious,Umyłam wczoraj włosy a ponieważ wiedziałam że jest obok byłam bardzo hałaśliwa
noisier,jestem
armor,Kto pierwszy odkryje szczelinę w mojej zbroi
conquest,i
challenging,tak
encounter,że
raptures,i
awkwardness,nie wie że to jego niezręczność jest tak wzruszająca
unreal,się
existence,i
allowance,i
charmed,i
entertained,i
critical,Nauczyciele byli rozbawieni moimi sprytnymi odpowiedziami dowcipnymi uwagami moją uśmiechniętą twarzą i krytycznym umysłem moje opinie pomysły krytyczne spojrzenie
graces,tak
magnanimous,nie byłem
Would,Czy
overconfident,zbyt siebie
height,się i
glory,do
comedian,w nigdy
eternal,nie z
ringleader,w nigdy
crybaby,w nigdy
flock,i
toss,i
raking,nie jeśli na i być
seemingly,pozornie
meaningful,byłbym
flattering,za mój i nie to
Looking,w
irrevocably,nieodwołalnie mam z tym
schooldays,moje szczęśliwe beztroskie szkoły minęły na zawsze
outgrown,Wyrosłem z nich
powerful,i
magnifying,Widzę swoje życie aż do Nowego Roku 1944 jakbym patrzył przez potężne szkło powiększające
