"June 12, 1942
","12 czerwca 1942
"
"I immediately assumed it was the carpenter and went to warn Bep, who was eating lunch, that she couldn't go back downstairs
","Od razu założyłem, że to stolarz i poszedłem ostrzec Bep, która jadła obiad, że nie może wrócić na dół
"
"Father and I
","Ojciec i ja
"
"stationed ourselves at the door so we could hear when the man had left
","ustawiliśmy się przy drzwiach, żebyśmy mogli usłyszeć, kiedy mężczyzna wyszedł
"
"After working for about fifteen minutes, he laid his hammer and some other tools on our bookcase
","Po przepracowaniu około piętnastu minut położył swój młotek i kilka innych narzędzi na naszej biblioteczce
"
"or so we thought
","a przynajmniej tak myśleliśmy
"
"and banged on our door
","i walnął w nasze drzwi
"
"We turned white with fear
","Zbladliśmy ze strachu
"
"Had he heard something after all and now wanted to check out this mysterious-looking bookcase? It seemed so, since he kept knocking, pulling, pushing and jerking on it
","Czy mimo wszystko coś usłyszał i chciał teraz zajrzeć do tej tajemniczo wyglądającej biblioteczki? Wydawało się, że tak, ponieważ pukał, ciągnął, pchał i szarpał
"
"I was so scared I nearly fainted at the thought of this total stranger managing to discover our wonderful hiding place
","Byłem tak przerażony, że prawie zemdlałem na myśl o tym nieznajomym, któremu udało się odkryć naszą cudowną kryjówkę
"
"Just when I thought my days were numbered, we heard Mr
","Właśnie wtedy, gdy myślałem, że moje dni są policzone, usłyszeliśmy pana
"
"Kleiman's voice saying
","Mówi głos Kleimana
"
"Open up, it's me
","Otwórz, to ja
"
"We opened the door at once
","Otworzyliśmy drzwi natychmiast
"
"What had happened?
","Co się stało?
"
"The hook fastening the bookcase had gotten stuck, which is why no one had been able to warn us about the carpenter
","Hak mocujący regał utknął, dlatego nikt nie był w stanie nas ostrzec przed stolarzem
"
"After the man had left, Mr
","Po odejściu mężczyzny pan
"
"Kleiman came to get Bep, but couldn't open the bookcase
","Kleiman przyszedł po Bepa, ale nie mógł otworzyć biblioteczki
"
"I can't tell you how relieved I was
","Nie mogę ci powiedzieć, jak mi ulżyło
"
"In my imagination, the man I thought was trying to get inside the Secret Annex had kept growing and growing until he'd become not only a giant but also the cruelest Fascist in the world
","W mojej wyobraźni człowiek, o którym myślałem, że próbuje dostać się do Tajnego Aneksu, rósł i rósł, aż stał się nie tylko gigantem, ale także najokrutniejszym faszystą na świecie.
"
"Fortunately, everything worked out all right, at least this time
","Na szczęście wszystko się udało, przynajmniej tym razem
"
"We had lots of fun on Monday
","W poniedziałek świetnie się bawiliśmy
"
"Miep and Jan spent the night with us
","Miep i Jan spędzili z nami noc
"
"Margot and I slept in Father and Mother's room for the night so the Gieses could have our beds
","Margot i ja spaliśmy na noc w pokoju ojca i matki, żeby Giesowie mogli zająć nasze łóżka
"
"The menu was drawn up in their honor, and the meal was delicious
","Menu zostało sporządzone na ich cześć, a posiłek był wyśmienity
"
"The festivities were briefly interrupted when Father's lamp caused a short circuit and we were suddenly plunged into darkness
","Uroczystość została na krótko przerwana, gdy lampa Ojca spowodowała zwarcie i nagle pogrążyliśmy się w ciemności
"
"What were we to do? We did have fuses, but the fuse box was at the rear of the dark warehouse, which made this a particularly unpleasant job at night
","Co mieliśmy robić? Mieliśmy bezpieczniki, ale skrzynka z bezpiecznikami znajdowała się na tyłach ciemnego magazynu, przez co była to szczególnie nieprzyjemna praca w nocy
"
"Still, the men ventured forth, and ten minutes later we were able to put away the candles
","Mimo to mężczyźni odważyli się wyjść i dziesięć minut później byliśmy w stanie odstawić świece
"
"I was up early this morning
","Wstałem wcześnie rano
"
"Jan was already dressed
","Jan był już ubrany
"
"Since he had to leave at eight-thirty, he was upstairs eating breakfast by eight
","Ponieważ musiał wyjść o ósmej trzydzieści, przed ósmą był na górze i jadł śniadanie
"
"Miep was busy getting dressed, and I found her in her undershirt when I came in
","Miep była zajęta ubieraniem się i znalazłem ją w podkoszulku, kiedy wszedłem
"
"She wears the same kind of long underwear I do when she bicycles
","Nosi taką samą długą bieliznę, jak ja, kiedy jeździ na rowerze
"
"Margot and I threw on our clothes as well and were upstairs earlier than usual
","Margot i ja też włożyliśmy nasze ubrania i byliśmy na górze wcześniej niż zwykle
"
"After a pleasant breakfast, Miep headed downstairs
","Po przyjemnym śniadaniu Miep zeszła na dół
"
"It was pouring outside and she was glad she didn't have to bicycle to work
","Na zewnątrz lało i cieszyła się, że nie musi jeździć na rowerze do pracy
"
"Daddy and I made the beds, and afterward I learned five irregular French verbs
","Tata i ja ścieliliśmy łóżka, a potem nauczyłem się pięciu nieregularnych francuskich czasowników
"
"Quite industrious, don't you think?
","Całkiem pracowity, nie sądzisz?
"
"Margot and Peter were reading in our room, with Mouschi curled up beside Margot on the divan
","Margot i Peter czytali w naszym pokoju, a Mouschi zwinął się obok Margot na sofie
"
"After my irregular French verbs, I joined them and read The Woods Are Singingfor All Eternity
","Po moich nieregularnych francuskich czasownikach dołączyłem do nich i przeczytałem The Woods Are Singing For All Eternity
"
"It's quite a beautiful book, but very unusual
","To całkiem piękna książka, ale bardzo niezwykła
"
"I'm almost finished
","Prawie skończyłem
"
"Next week it's Bep's turn to spend the night
","W przyszłym tygodniu kolej Bep na nocleg
"
"Yours, Anne
","Pozdrawiam, Anne
"
"THURSDAY, OCTOBER 29, 1942
","CZWARTEK, 29 PAŹDZIERNIKA 1942
"
"My dearest Kitty,
","Moja najdroższa koteczku,
"
"I'm very worried
","Jestem bardzo zmartwiony
"
"Father's sick
","Ojciec jest chory
"
"He's covered with spots and has a high temperature
","Jest pokryty plamami i ma wysoką temperaturę
"
"It looks like measles
","Wygląda jak odra
"
"Just think, we can't even call a doctor
","Pomyśl, nie możemy nawet wezwać lekarza
"
"Mother is making him perspire in hopes of sweating out the fever
","Matka zmusza go do pocenia się w nadziei, że wypoci gorączkę
"
"This morning Miep told us that the furniture has been removed from the van Daans' apartment on Zuider-Amstellaan
","Dziś rano Miep powiedziała nam, że meble zostały usunięte z mieszkania van Daansa przy Zuider-Amstellaan
"
"We haven't told Mrs
","Nie powiedzieliśmy pani
"
"van D
","van D.
"
"She's been so
","Ona była taka
"
"lately, and we don't feel like hearing her moan and groan again about all the beautiful china and lovely chairs she had to leave behind
","ostatnio i nie mamy ochoty słyszeć jej jęku i jęku na temat całej pięknej porcelany i uroczych krzeseł, które musiała zostawić
"
"We had to abandon most of our nice things too
","Musieliśmy też porzucić większość naszych miłych rzeczy
"
"What's the good of grumbling about it now? Father wants me to start reading books by Hebbel and other well-known German writers
","Po co teraz narzekać na to? Ojciec chce, żebym zaczął czytać książki Hebbela i innych znanych niemieckich pisarzy
"
"I can read German fairly well by now, except that I usually mumble the words instead of reading them silently to myself
","Już dość dobrze potrafię czytać po niemiecku, tyle że zwykle mamroczę te słowa, zamiast czytać je sobie po cichu
"
"But that'll pass
","Ale to minie
"
"Father has taken the plays of Goethe and Schiller down from the big bookcase and is planning to read to me every evening
","Ojciec zdjął sztuki Goethego i Schillera z dużego regału i planuje mi czytać co wieczór
"
"We've started off with Don Carlos
","Zaczęliśmy od Don Carlosa
"
"Encouraged by Father's good example, Mother pressed her prayer book into my hands
","Zachęcona dobrym przykładem Ojca Matka wcisnęła mi w ręce swój modlitewnik
"
"I read a few prayers in German, just to be polite
","Przeczytałem kilka modlitw po niemiecku, żeby być uprzejmym
"
"They certainly sound beautiful, but they mean very little to me
","Z pewnością brzmią pięknie, ale niewiele dla mnie znaczą
"
"Why is she making me act so religious and devout? Tomorrow we're going to light the stove for the first time
","Dlaczego sprawia, że ​​zachowuję się tak religijnie i pobożnie? Jutro pierwszy raz zapalimy w piecu
"
"The chimney hasn't been swept in ages, so the room is bound to fill with smoke
","Komin nie był zamiatany od wieków, więc pomieszczenie na pewno wypełni się dymem
"
"Let's hope the thing draws
","Miejmy nadzieję, że rzecz się zwróci
"
"Yours, Anne
","Pozdrawiam, Anne
"
"MONDAY, NOVEMBER 2, 1942
","PONIEDZIAŁEK 2 LISTOPADA 1942
"
"Dear Kitty,
","Drogi Kiciu,
"
"Bep stayed with us Friday evening
","Bep został z nami w piątek wieczorem
"
"It was fun, but she didn't sleep very well because she'd drunk some wine
","Było fajnie, ale nie spała zbyt dobrze, bo wypiła trochę wina
"
"For the rest, there's nothing special to report
","Co do reszty, nie ma nic specjalnego do zgłoszenia
"
"I had an awful headache yesterday and went to bed early
","Wczoraj strasznie bolała mnie głowa i wcześnie położyłem się spać
"
"Margot's being exasperating again
","Margot znowu jest irytująca
"
"This morning I began sorting out an index card file from the office, because it'd fallen over and gotten all mixed up
","Dziś rano zacząłem układać teczkę z kartoteką z biura, ponieważ przewróciła się i wszystko się pomieszało
"
"Before long I was going nuts
","Wkrótce zwariowałem
"
"I asked Margot and Peter to help, but they were too lazy, so I put it away
","Poprosiłem Margot i Petera o pomoc, ale byli zbyt leniwi, więc ją odłożyłem
"
"I'm not crazy enough to do it all by myself
","Nie jestem na tyle szalony, żeby zrobić to wszystko sam
"
"Anne Frank
","Anna Frank
"
"I forgot to mention the important news that I'm probably going to get
","Zapomniałem wspomnieć o ważnych wiadomościach, które prawdopodobnie otrzymam
"
"my period soon
","mój okres wkrótce
"
"I can tell because I keep finding a whitish smear in my panties, and Mother predicted it would start soon
","Mogę to stwierdzić, bo ciągle znajduję białawą plamę na majtkach, a mama przewidziała, że ​​wkrótce się zacznie
"
"I can hardly wait
","Nie mogę się doczekać
"
"It's such a momentous event
","To takie doniosłe wydarzenie
"
"Too bad I can't use sanitary napkins, but you can't get them anymore, and Mama's tampons can be used only by women who've had a baby
","Szkoda, że ​​nie mogę używać podpasek higienicznych, ale już ich nie kupisz, a tampony mamy mogą używać tylko kobiety, które urodziły dziecko
"
"COMMENT ADDED BY ANNE ON JANUARY 22, 1944
","KOMENTARZ DODANY PRZEZ ANNE W DNIU 22 STYCZNIA 1944 R.
"
"I wouldn't be able to write that kind of thing anymore
","Nie byłbym w stanie więcej pisać takich rzeczy
"
"Now that I'm rereading my diary after a year and a half, I'm surprised at my childish innocence
","Teraz, gdy po półtora roku ponownie czytam swój pamiętnik, jestem zaskoczony moją dziecinną niewinnością
"
"Deep down I know I could never be that innocent again, however much I'd like to be
","W głębi duszy wiem, że już nigdy nie będę tak niewinny, jakkolwiek bardzo bym chciał
"
"I can understand the mood changes and the comments about Margot, Mother and Father as if I'd written them only yesterday, but I can't imagine writing so openly about other matters
","Rozumiem zmiany nastroju i komentarze na temat Margot, Mamy i Ojca, jakbym napisał je wczoraj, ale nie wyobrażam sobie pisać tak otwarcie o innych sprawach
"
"It embarrasses me greatly to read the panes dealing with subjects that I remembered as being nicer than they actually were
","Bardzo mnie zawstydza czytanie okienek z tematami, które zapamiętałem jako ładniejsze niż w rzeczywistości
"
"My descriptions are so indelicate
","Moje opisy są tak niewyraźne
"
"But enough of that
","Ale dość tego
"
"I can also understand my homesickness and yearning for Moortje
","Rozumiem też tęsknotę za domem i tęsknotę za Moortje
"
"The whole time I've been here I've longed unconsciously and at times consciously for trust, love and physical affection
","Przez cały czas, gdy tu jestem, nieświadomie, a czasami świadomie, tęskniłem za zaufaniem, miłością i fizycznym uczuciem
"
"This longing may change in intensity, but it's always there
","Ta tęsknota może zmieniać intensywność, ale zawsze istnieje
"
"THURSDAY, NOVEMBER 5, 1942
","CZWARTEK 5 LISTOPADA 1942
"
"Dear Kitty,
","Drogi Kiciu,
"
"The British have finally scored a few successes in Africa and Stalingrad hasn't fallen yet, so the men are happy and we had coffee and tea this morning
","Brytyjczycy w końcu odnieśli kilka sukcesów w Afryce, a Stalingrad jeszcze nie upadł, więc panowie są szczęśliwi i dziś rano piliśmy kawę i herbatę
"
"For the rest, nothing special to report
","Co do reszty, nic specjalnego do zgłoszenia
"
"This week I've been reading a lot and doing little work
","W tym tygodniu dużo czytałem i niewiele pracowałem
"
"That's the way things ought to be
","Tak właśnie powinno być
"
