"June 12, 1942
","12 czerwca 1942
"
"Our darkest fears were confirmed the next day when Father went to empty the stove and discovered the clip, used to fasten it to a pocket, among the ashes
","Nasze najmroczniejsze obawy potwierdziły się następnego dnia, gdy ojciec poszedł opróżnić piec i wśród popiołów znalazł spinkę, którą mocował go do kieszeni.
"
"Not a trace of the gold nib was left
","Nie pozostał ani ślad po złotej stalówce
"
"It must have melted into stone
","Musiało się stopić w kamień
"
"Father conjectured
","Ojciec przypuszczał
"
"I'm left with one consolation, small though it may be
","Zostaje mi jedna pociecha, choć może być niewielka
"
"my fountain pen was cremated, just as I would like to be someday
","moje wieczne pióro zostało poddane kremacji, tak jak chciałbym kiedyś zostać
"
"Yours, Anne
","Pozdrawiam, Anne
"
"WEDNESDAY, NOVEMBER 17, 1943
","ŚRODA, 17 LISTOPADA 1943
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Recent events have the house rocking on its foundations
","Ostatnie wydarzenia sprawiły, że dom kołysał się na fundamentach
"
"Owing to an outbreak of diphtheria at Bep's, she won't be allowed to come in contact with us for six weeks
","Z powodu wybuchu błonicy w Bep's nie będzie mogła się z nami kontaktować przez sześć tygodni
"
"Without her, the cooking and shopping will be very difficult, not to mention how much we'll miss her company
","Bez niej gotowanie i zakupy będą bardzo trudne, nie mówiąc już o tym, jak bardzo będziemy tęsknić za jej towarzystwem
"
"Kleiman is still in bed and has eaten nothing but gruel for three weeks
","Kleiman nadal leży w łóżku i od trzech tygodni nie jadł nic poza kaszą
"
"Kugler is up to his neck in work
","Kugler jest po szyję w pracy
"
"Margot sends her Latin lessons to a teacher, who corrects and then returns them
","Margot wysyła swoje lekcje łaciny nauczycielowi, który poprawia je, a następnie zwraca
"
"She's registered under Bep's name
","Jest zarejestrowana pod nazwiskiem Bep
"
"The teacher's very nice, and witty too
","Nauczyciel jest bardzo miły i też dowcipny
"
"I bet he's glad to have such a smart student
","Założę się, że cieszy się, że ma tak mądrego ucznia
"
"Dussel is in a turmoil and we don't know why
","Dussel jest w zamęcie i nie wiemy dlaczego
"
"It all began with Dussel's saying nothing when he was upstairs
","Wszystko zaczęło się od tego, że Dussel nic nie mówił, kiedy był na górze
"
"he didn't exchange so much as a word with either Mr
","nie zamienił ani słowa z żadnym z panów
"
"or Mrs
","lub pani
"
"van Daan
","van Daan
"
"We all noticed it
","Wszyscy to zauważyliśmy
"
"This went on for a few days, and then Mother took the opportunity to warn him about Mrs
","Trwało to kilka dni, a potem mama skorzystała z okazji, by ostrzec go przed panią
"
"van D., who could make life miserable for him
","van D., który mógł uprzykrzyć mu życie
"
"Dussel said Mr
","Dussel powiedział Mr.
"
"van Daan had started the silent treatment and he had no intention of breaking it
","van Daan rozpoczął cichą terapię i nie miał zamiaru go przerywać
"
"I should explain that yesterday was November 16, the first anniversary of his living in the Annex
","Powinienem wyjaśnić, że wczoraj był 16 listopada, pierwsza rocznica jego zamieszkania w Aneksie
"
"Mother received a plant in honor of the occasion, but Mrs
","Matka otrzymała roślinę na cześć tej okazji, ale pani
"
"van Daan, who had alluded to the date for weeks and made no bones about the fact that she thought Dussel should treat us to dinner, received nothing
","van Daan, która od tygodni nawiązywała do tej daty i nie ukrywała, że ​​sądziła, że ​​Dussel powinien poczęstować nas kolacją, nic nie otrzymała
"
"Instead of making use of the opportunity to thank us -- for the first time -- for unselfishly taking him in, he didn't utter a word
","Zamiast skorzystać z okazji, by podziękować nam - po raz pierwszy - za bezinteresowne przyjęcie go, nie powiedział ani słowa.
"
"And on the morning of the sixteenth, when I asked him whether I should offer him my congratulations or my condolences, he replied that either one would do
","A rankiem szesnastego, kiedy spytałem go, czy mam mu złożyć gratulacje, czy kondolencje, odpowiedział, że którykolwiek z nich zrobi
"
"Mother, having cast herself in the role of peacemaker, made no headway whatsoever, and the situation finally ended in a draw
","Matka, oddając się roli rozjemcy, nie zrobiła żadnych postępów, a sytuacja ostatecznie zakończyła się remisem
"
"I can say without exaggeration that Dussel has definitely got a screw loose
","Mogę bez przesady powiedzieć, że Dussel zdecydowanie poluzował śrubkę
"
"We often laugh to ourselves because he has no memory, no fixed opinions and no common sense
","Często śmiejemy się z siebie, ponieważ nie ma pamięci, nie ma ustalonych opinii i zdrowego rozsądku
"
"He's amused us more than once by trying to pass on the news he's just heard, since the message invariably gets garbled in transmission
","Nieraz bawi nas, próbując przekazać wiadomość, którą właśnie usłyszał, ponieważ wiadomość niezmiennie ulega zniekształceniu w transmisji
"
"Furthermore, he answers every reproach or accusation with a load of fine 1\ promises, which he never manages to keep
","Co więcej, odpowiada na każde wyrzuty lub oskarżenia ładunkiem dobrych obietnic 1 \, których nigdy nie udaje mu się dotrzymać.
"
"The spirit of the man is great,
","Duch mężczyzny jest wspaniały,
"
"How puny are his deeds
","Jak słabe są jego czyny
"
"Yours, Anne
","Pozdrawiam, Anne
"
"SATURDAY, NOVEMBER 27, 1943
","SOBOTA, 27 LISTOPADA 1943
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"Last night, just as I was falling asleep, Hanneli suddenly appeared before me
","Ostatniej nocy, gdy zasypiałem, nagle przede mną pojawił się Hanneli
"
"I saw her there, dressed in rags, her face thin and worn
","Widziałem ją tam, ubraną w łachmany, z cienką i znoszoną twarzą
"
"She looked at me with such sadness and reproach in her enormous eyes that I could read the message in them
","Spojrzała na mnie z takim smutkiem i wyrzutem w jej ogromnych oczach, że mogłem odczytać w nich przesłanie
"
"Oh, Anne, why have you deserted me? Help me, help me, rescue me from this hell
","Och, Anne, dlaczego mnie opuściłaś? Pomóż mi, pomóż mi, uratuj mnie z tego piekła
"
"And I can't help her
","I nie mogę jej pomóc
"
"I can only stand by and watch while other people suffer and die
","Mogę tylko stać i patrzeć, jak inni ludzie cierpią i umierają
"
"All I can do is pray to God to bring her back to us
","Jedyne, co mogę zrobić, to modlić się do Boga, aby przyprowadził ją z powrotem do nas
"
"I saw Hanneli, and no one else, and I understood why
","Widziałem Hanneli i nikogo więcej i rozumiałem dlaczego
"
"I misjudged her, wasn't mature enough to understand how difficult it was for her
","Źle ją oceniłem, nie byłem wystarczająco dojrzały, by zrozumieć, jakie to było dla niej trudne
"
"She was devoted to her girlfriend, and it must have seemed as though I were trying to take her away
","Była oddana swojej dziewczynie i musiało się wydawać, że próbowałem ją zabrać
"
"The poor thing, she must have felt awful
","Biedactwo, musiała czuć się okropnie
"
"I know, because I recognize the feeling in myself
","Wiem, bo rozpoznaję to uczucie w sobie
"
"I had an occasional flash of understanding,
","Od czasu do czasu miałem przebłysk zrozumienia,
"
"but then got selfishly wrapped up again in my own problems and pleasures
","ale potem samolubnie pogrążyłem się w moich własnych problemach i przyjemnościach
"
"It was mean of me to treat her that way, and now she was looking at me, oh so helplessly, with her pale face and beseeching eyes
","To było z mojej strony traktować ją w ten sposób, a teraz patrzyła na mnie, och tak bezradnie, swoją bladą twarzą i błagalnymi oczami
"
"If only I could help her
","Gdybym tylko mógł jej pomóc
"
"Dear God, I have everything I could wish for, while fate has her in its deadly clutches
","Drogi Boże, mam wszystko, czego mógłbym sobie życzyć, a los trzyma ją w śmiertelnych szponach
"
"She was as devout as I am, maybe even more so, and she too wanted to do what was right
","Była tak samo pobożna jak ja, może nawet bardziej, i ona też chciała zrobić to, co słuszne
"
"But then why have I been chosen to live, while she's probably going to die? What's the difference between us? Why are we now so far apart?
","Ale dlaczego zostałem wybrany do życia, podczas gdy ona prawdopodobnie umrze? Jaka jest różnica między nami? Dlaczego teraz jesteśmy tak daleko od siebie?
"
"To be honest, I hadn't thought of her for months -- no, for at least a year
","Szczerze mówiąc, nie myślałem o niej od miesięcy - nie, od co najmniej roku
"
"I hadn't forgotten her entirely, and yet it wasn't until I saw her before me that I thought of all her suffering
","Nie zapomniałem o niej całkowicie, a jednak dopiero gdy zobaczyłem ją przede mną, pomyślałem o całym jej cierpieniu
"
"Oh, Hanneli, I hope that if you live to the end of the war and return to us, I'll be able to take you in and make up for the wrong I've done you
","Och, Hanneli, mam nadzieję, że jeśli dożyjesz końca wojny i wrócisz do nas, będę w stanie cię przyjąć i naprawić zło, które ci wyrządziłem
"
"But even if I were ever in a position to help, she wouldn't need it more than she does now
","Ale nawet gdybym kiedykolwiek był w stanie pomóc, nie potrzebowałaby tego bardziej niż teraz
"
"I wonder if she ever thinks of me, and what she's feeling?
","Zastanawiam się, czy kiedykolwiek pomyślała o mnie i co czuje?
"
"Merciful God, comfort her, so that at least she won't be alone
","Miłosierny Boże, pociesz ją, żeby przynajmniej nie była sama
"
"Oh, if only you could tell her I'm thinking of her with compassion and love, it might help her go on
","Och, gdybyś mógł jej powiedzieć, że myślę o niej ze współczuciem i miłością, mogłoby to pomóc jej trwać dalej
"
"I've got to stop dwelling on this
","Muszę przestać się nad tym rozwodzić
"
"It won't get me anywhere
","Nigdzie mnie to nie zaprowadzi
"
"I keep seeing her enormous eyes, and they haunt me
","Ciągle widzę jej ogromne oczy, a one mnie prześladują
"
"Does Hanneli really and truly believe in God, or has religion merely been foisted upon her? I don't even know that
","Czy Hanneli naprawdę i naprawdę wierzy w Boga, czy też religia została jej narzucona? Nawet tego nie wiem
"
"I never took the trouble to ask
","Nigdy nie zadałem sobie trudu, żeby zapytać
"
"Hanneli, Hanneli, if only I could take you away, if only I could share everything I have with you
","Hanneli, Hanneli, gdybym tylko mógł was zabrać, gdybym tylko mógł podzielić się z wami wszystkim, co mam
"
"It's too late
","Jest za późno
"
"I can't help, or undo the wrong I've done
","Nie mogę pomóc ani cofnąć zła, które zrobiłem
"
"But I'll never forget her again and I'll always pray for her
","Ale już nigdy jej nie zapomnę i zawsze będę się za nią modlić
"
"Yours, Anne
","Pozdrawiam, Anne
"
"MONDAY, DECEMBER 6, 1943
","PONIEDZIAŁEK 6 GRUDNIA 1943
"
"Dearest Kitty,
","Najdroższa Kotku,
"
"The closer it got to St
","Im bliżej św
"
"Nicholas Day, the more we all thought back to last year's festively decorated basket
","Mikołaja, tym bardziej wszyscy myśleliśmy o zeszłorocznym, świątecznie udekorowanym koszu
"
"More than anyone, I thought it would be terrible to skip a celebration this year
","Bardziej niż ktokolwiek myślałem, że byłoby okropnie pominąć uroczystość w tym roku
"
"After long deliberation, I finally came up with an idea, something funny
","Po długich rozważaniach w końcu wpadłem na pomysł, coś zabawnego
"
"I consulted rim, and a week ago we set to work writing a verse for each person
","Skonsultowałem się z Rim, a tydzień temu zabraliśmy się do pisania wersetu dla każdej osoby
"
"Sunday evening at a quarter to eight we trooped upstairs carrying the big laundry basket, which had been decorated with cutouts and bows made of pink and blue carbon paper
","W niedzielę wieczorem za piętnaście ósmą weszliśmy na górę, niosąc duży kosz na bieliznę, ozdobiony wycięciami i kokardkami wykonanymi z różowo-niebieskiej kalki.
"
"On top was a large piece of brown wrapping paper with
","Na wierzchu leżał duży kawałek brązowego papieru do pakowania
"
